,index,pc_code,pc_description,unit,country_code,country_name,quantity,value
0,209,A1,Tea,Ton,599,Unspecified,1.0,0.006049
1,210,A1,Tea,Ton,1213,Kenya,3186.967,5.400802
2,211,A1,Tea,Ton,1395,Tanzania Rep,2.592,0.013705
3,212,A1,Tea,Ton,1417,Uganda,0.194,0.00154
4,213,A1,Tea,Ton,2035,Benin,257.304,1.291079
5,214,A1,Tea,Ton,2050,Burkina Faso,225.881,1.463672
6,215,A1,Tea,Ton,2057,Cameroon,0.3,0.002028
7,216,A1,Tea,Ton,2087,Congo P Rep,47.696,0.139266
8,217,A1,Tea,Ton,2141,Gabon,0.013,6.6e-05
9,218,A1,Tea,Ton,2199,Cote D' Ivoire,37.647,0.234833
10,219,A1,Tea,Ton,2257,Mauritius,4.522,0.035603
11,220,A1,Tea,Ton,2289,Niger,46.804,0.257868
12,221,A1,Tea,Ton,2345,Rwanda,0.01,3e-05
13,222,A1,Tea,Ton,2353,Senegal,394.235,1.643059
14,223,A1,Tea,Ton,2399,Togo,42.466,0.192688
15,224,A1,Tea,Ton,2459,Congo D. Rep.,49.435,0.072893
16,225,A1,Tea,Ton,3011,Angola,0.36,0.00288
17,226,A1,Tea,Ton,3041,Botswana,1.484,0.008365
18,227,A1,Tea,Ton,3102,Djibouti,0.01,6e-05
19,228,A1,Tea,Ton,3143,Gambia,32.386,0.15519
20,229,A1,Tea,Ton,3149,Ghana,709.579,3.087439
21,230,A1,Tea,Ton,3167,Guinea,12.641,0.069522
22,231,A1,Tea,Ton,3229,Liberia,0.5,0.002472
23,232,A1,Tea,Ton,3243,Malawi,0.898,0.003052
24,233,A1,Tea,Ton,3249,Mali,57.404,0.256035
25,234,A1,Tea,Ton,3267,Mozambique,0.615,0.002829
26,235,A1,Tea,Ton,3291,Nigeria,364.494,1.512592
27,236,A1,Tea,Ton,3339,Reunion,2.92,0.011267
28,237,A1,Tea,Ton,3355,Seychelles,3.496,0.017246
29,238,A1,Tea,Ton,3357,Sierra Leone,0.28,0.002066
30,239,A1,Tea,Ton,3385,Swaziland,0.1,0.001467
31,240,A1,Tea,Ton,3461,Zambia,9.328,0.065337
32,241,A1,Tea,Ton,4005,Algeria,74.542,0.143487
33,242,A1,Tea,Ton,4111,Egypt A Rp,3493.122,5.28987
34,243,A1,Tea,Ton,4231,Libya,78.63,0.204974
35,244,A1,Tea,Ton,4265,Morocco,35.829,0.177348
36,245,A1,Tea,Ton,4365,South Africa,41.131,0.23782
37,246,A1,Tea,Ton,4381,Sudan,0.195,0.000958
38,247,A1,Tea,Ton,4407,Tunisia,3605.839,4.016752
39,248,A1,Tea,Ton,4463,Zimbabwe,0.117,0.001282
40,249,A1,Tea,Ton,5059,Canada,2018.694,9.476013
41,250,A1,Tea,Ton,5423,U S A,16468.438,63.170596
42,251,A1,Tea,Ton,6015,Argentina,0.21,0.008006
43,252,A1,Tea,Ton,6043,Brazil,0.539,0.006273
44,253,A1,Tea,Ton,6073,Chile,15.292,0.139074
45,254,A1,Tea,Ton,6083,Colombia,80.025,0.131611
46,255,A1,Tea,Ton,6109,Ecuador,0.384,0.004398
47,256,A1,Tea,Ton,6319,Peru,0.01,3e-05
48,257,A1,Tea,Ton,7171,Guyana,0.03,0.000112
49,258,A1,Tea,Ton,7203,Jamaica,0.276,0.001894
50,259,A1,Tea,Ton,7405,Trinidad,1.799,0.015763
51,260,A1,Tea,Ton,8287,Nicaragua,0.005,0.000541
52,261,A1,Tea,Ton,9065,Cayman Is,0.024,2.6e-05
53,262,A1,Tea,Ton,9259,Mexico,5.275,0.03287
54,263,A1,Tea,Ton,9277,Netherlandantil,3.298,0.013115
55,264,A1,Tea,Ton,9311,Panama Republic,1.092,0.005505
56,265,A1,Tea,Ton,9383,Suriname,55.105,0.177482
57,266,A1,Tea,Ton,10001,Afghanistan,1030.09,1.819195
58,267,A1,Tea,Ton,10017,Australia,3421.182,20.448921
59,268,A1,Tea,Ton,10027,Bangladesh Pr,9136.173,12.301722
60,269,A1,Tea,Ton,10038,Bhutan,13.098,0.079267
61,270,A1,Tea,Ton,10047,Brunei,0.628,0.002089
62,271,A1,Tea,Ton,10056,Cambodia,0.755,0.003954
63,272,A1,Tea,Ton,10077,China P Rp,5223.283,15.316372
64,273,A1,Tea,Ton,10127,Fiji Is,3.837,0.025031
65,274,A1,Tea,Ton,10179,Hong Kong,335.999,2.05433
66,275,A1,Tea,Ton,10187,Indonesia,1697.422,2.437313
67,276,A1,Tea,Ton,10189,Iran,25849.798,105.106076
68,277,A1,Tea,Ton,10205,Japan,3382.587,22.526808
69,278,A1,Tea,Ton,10217,Korea Rp,96.914,0.951627
70,279,A1,Tea,Ton,10245,Malaysia,3172.028,5.221754
71,280,A1,Tea,Ton,10258,Myanmar,0.01,3e-05
72,281,A1,Tea,Ton,10261,Mongolia,2.852,0.026887
73,282,A1,Tea,Ton,10273,Nepal,142.426,0.477277
74,283,A1,Tea,Ton,10285,New Zealand,151.588,0.801578
75,284,A1,Tea,Ton,10309,Pakistan Ir,19417.221,30.245571
76,285,A1,Tea,Ton,10323,Philippines,370.207,2.750386
77,286,A1,Tea,Ton,10359,Singapore,568.551,2.438023
78,287,A1,Tea,Ton,10369,Sri Lanka Dsr,2018.66,4.488535
79,288,A1,Tea,Ton,10397,Thailand,118.298,0.904
80,289,A1,Tea,Ton,10437,Vietnam Soc Rep,294.744,0.827133
81,290,A1,Tea,Ton,11025,Baharain Is,396.324,1.786924
82,291,A1,Tea,Ton,11191,Iraq,199.905,0.351427
83,292,A1,Tea,Ton,11207,Jordan,102.998,0.267094
84,293,A1,Tea,Ton,11219,Kuwait,832.217,3.4876
85,294,A1,Tea,Ton,11225,Lebanon,4.0,0.036133
86,295,A1,Tea,Ton,11301,Oman,374.838,1.671859
87,296,A1,Tea,Ton,11335,Qatar,515.771,2.41658
88,297,A1,Tea,Ton,11351,Saudi Arab,3549.33,14.079893
89,298,A1,Tea,Ton,11391,Syria,13.2,0.052318
90,299,A1,Tea,Ton,11419,U Arab Emts,16064.084,50.8053
91,300,A1,Tea,Ton,11453,Yemen Republc,40.0,0.047192
92,301,A1,Tea,Ton,12075,Taiwan,3029.893,5.785112
93,302,A1,Tea,Ton,12195,Israel,627.977,5.371089
94,303,A1,Tea,Ton,12215,Korea Dp Rp,6.367,0.058434
95,304,A1,Tea,Ton,12247,Maldives,4.022,0.031698
96,305,A1,Tea,Ton,13019,Austria,2.032,0.01544
97,306,A1,Tea,Ton,13033,Belgium,573.189,1.225937
98,307,A1,Tea,Ton,13101,Denmark,16.874,0.231065
99,308,A1,Tea,Ton,13125,Finland,720.204,2.154781
100,309,A1,Tea,Ton,13129,France,238.451,1.958982
101,310,A1,Tea,Ton,13147,Germany,11461.527,40.03254
102,311,A1,Tea,Ton,13155,Greece,19.083,0.041771
103,312,A1,Tea,Ton,13193,Ireland,1349.041,8.897491
104,313,A1,Tea,Ton,13197,Italy,1453.267,9.064638
105,314,A1,Tea,Ton,13275,Netherland,3241.059,14.320104
106,315,A1,Tea,Ton,13327,Portugal,26.339,0.069079
107,316,A1,Tea,Ton,13367,Spain,692.842,1.062929
108,317,A1,Tea,Ton,13387,Sweden,304.855,1.200954
109,318,A1,Tea,Ton,13421,U K,20446.515,64.068573
110,319,A1,Tea,Ton,14297,Norway,29.618,0.16222
111,320,A1,Tea,Ton,14389,Switzerland,50.468,0.460258
112,321,A1,Tea,Ton,15016,Armenia,1.677,0.008732
113,322,A1,Tea,Ton,15021,Azerbaijan,181.795,0.399818
114,323,A1,Tea,Ton,15040,Bosnia-Hrzgovin,0.324,0.000883
115,324,A1,Tea,Ton,15049,Bulgaria,0.192,0.000723
116,325,A1,Tea,Ton,15055,Belarus,0.01,3e-05
117,326,A1,Tea,Ton,15092,Croatia,2.32,0.017339
118,327,A1,Tea,Ton,15098,Czech Republic,17.23,0.194232
119,328,A1,Tea,Ton,15114,Estonia,37.399,0.212528
120,329,A1,Tea,Ton,15145,Georgia,346.822,0.864162
121,330,A1,Tea,Ton,15181,Hungary,0.054,0.000328
122,331,A1,Tea,Ton,15212,Kazakhstan,10903.452,31.078339
123,332,A1,Tea,Ton,15216,Kyrghyzstan,177.391,0.507797
124,333,A1,Tea,Ton,15224,Latvia,64.689,0.15663
125,334,A1,Tea,Ton,15234,Lithuania,23.34,0.07741
126,335,A1,Tea,Ton,15260,Moldova,0.09,0.000498
127,336,A1,Tea,Ton,15325,Poland,6100.608,13.36337
128,337,A1,Tea,Ton,15344,Russia,49406.825,102.877203
129,338,A1,Tea,Ton,15352,Serbia,0.36,0.002259
130,339,A1,Tea,Ton,15358,Slovak Rep,0.238,0.006063
131,340,A1,Tea,Ton,15393,Tajikistan,176.7,0.620477
132,341,A1,Tea,Ton,15410,Turkmenistan,84.61,0.215537
133,342,A1,Tea,Ton,15422,Ukraine,3426.559,6.886153
134,343,A1,Tea,Ton,15430,Uzbekistan,24.108,0.063531
135,344,A1,Tea,Ton,16251,Malta,0.208,0.000134
136,345,A1,Tea,Ton,16409,Turkey,416.875,0.79613
137,346,A2,Coffee,Ton,1213,Kenya,27.4,0.223142
138,347,A2,Coffee,Ton,1395,Tanzania Rep,0.48,0.002062
139,348,A2,Coffee,Ton,1417,Uganda,18.065,0.031087
140,349,A2,Coffee,Ton,2035,Benin,421.149,3.822437
141,350,A2,Coffee,Ton,2050,Burkina Faso,150.412,1.257492
142,351,A2,Coffee,Ton,2057,Cameroon,73.767,0.620564
143,352,A2,Coffee,Ton,2087,Congo P Rep,132.829,1.203009
144,353,A2,Coffee,Ton,2141,Gabon,7.297,0.07059
145,354,A2,Coffee,Ton,2199,Cote D' Ivoire,182.75,1.454998
146,355,A2,Coffee,Ton,2255,Mauritania,218.037,1.704883
147,356,A2,Coffee,Ton,2257,Mauritius,4.079,0.014998
148,357,A2,Coffee,Ton,2289,Niger,416.183,3.426973
149,358,A2,Coffee,Ton,2353,Senegal,741.458,6.247639
150,359,A2,Coffee,Ton,2399,Togo,371.983,2.997775
151,360,A2,Coffee,Ton,2459,Congo D. Rep.,45.088,0.248963
152,361,A2,Coffee,Ton,3011,Angola,0.03,0.00021
153,362,A2,Coffee,Ton,3041,Botswana,0.03,0.000251
154,363,A2,Coffee,Ton,3143,Gambia,70.509,0.591455
155,364,A2,Coffee,Ton,3149,Ghana,298.11,2.84765
156,365,A2,Coffee,Ton,3167,Guinea,2.23,0.017948
157,366,A2,Coffee,Ton,3229,Liberia,0.05,0.000289
158,367,A2,Coffee,Ton,3249,Mali,271.541,2.316189
159,368,A2,Coffee,Ton,3267,Mozambique,0.654,0.003837
160,369,A2,Coffee,Ton,3291,Nigeria,309.743,2.310135
161,370,A2,Coffee,Ton,3339,Reunion,0.008,4.7e-05
162,371,A2,Coffee,Ton,3355,Seychelles,6.444,0.066694
163,372,A2,Coffee,Ton,3357,Sierra Leone,20.16,0.166798
164,373,A2,Coffee,Ton,3461,Zambia,0.217,0.000916
165,374,A2,Coffee,Ton,4005,Algeria,546.505,1.05026
166,375,A2,Coffee,Ton,4111,Egypt A Rp,1618.293,3.635442
167,376,A2,Coffee,Ton,4231,Libya,6384.4,13.113411
168,377,A2,Coffee,Ton,4265,Morocco,596.2,1.120038
169,378,A2,Coffee,Ton,4365,South Africa,151.87,0.513753
170,379,A2,Coffee,Ton,4381,Sudan,0.3,0.001216
171,380,A2,Coffee,Ton,4407,Tunisia,2263.993,4.288513
172,381,A2,Coffee,Ton,5059,Canada,1030.148,2.241025
173,382,A2,Coffee,Ton,5423,U S A,3573.139,28.726915
174,383,A2,Coffee,Ton,6319,Peru,18.3,0.046359
175,384,A2,Coffee,Ton,7405,Trinidad,0.107,0.000785
176,385,A2,Coffee,Ton,8113,El Salvador,29.414,0.18826
177,386,A2,Coffee,Ton,8287,Nicaragua,8.52,0.065939
178,387,A2,Coffee,Ton,9259,Mexico,0.1,0.00445
179,388,A2,Coffee,Ton,10017,Australia,6342.048,19.978455
180,389,A2,Coffee,Ton,10027,Bangladesh Pr,140.921,1.014254
181,390,A2,Coffee,Ton,10047,Brunei,0.054,0.000349
182,391,A2,Coffee,Ton,10077,China P Rp,261.759,1.258638
183,392,A2,Coffee,Ton,10179,Hong Kong,6.204,0.068661
184,393,A2,Coffee,Ton,10187,Indonesia,1379.525,8.185679
185,394,A2,Coffee,Ton,10189,Iran,714.981,2.221642
186,395,A2,Coffee,Ton,10205,Japan,724.313,4.003115
187,396,A2,Coffee,Ton,10217,Korea Rp,4266.802,10.476998
188,397,A2,Coffee,Ton,10245,Malaysia,2302.666,13.511554
189,398,A2,Coffee,Ton,10258,Myanmar,833.2,4.327475
190,399,A2,Coffee,Ton,10261,Mongolia,3.955,0.027715
191,400,A2,Coffee,Ton,10273,Nepal,237.903,1.905616
192,401,A2,Coffee,Ton,10285,New Zealand,279.068,0.751187
193,402,A2,Coffee,Ton,10309,Pakistan Ir,6.956,0.06525
194,403,A2,Coffee,Ton,10323,Philippines,0.2,0.012223
195,404,A2,Coffee,Ton,10359,Singapore,593.486,4.251517
196,405,A2,Coffee,Ton,10369,Sri Lanka Dsr,41.843,0.289998
197,406,A2,Coffee,Ton,10397,Thailand,2.926,0.039983
198,407,A2,Coffee,Ton,10437,Vietnam Soc Rep,382.66,2.060233
199,408,A2,Coffee,Ton,11025,Baharain Is,51.929,0.231615
200,409,A2,Coffee,Ton,11191,Iraq,28.769,0.236995
201,410,A2,Coffee,Ton,11207,Jordan,10168.86,33.632966
202,411,A2,Coffee,Ton,11219,Kuwait,5325.215,17.83104
203,412,A2,Coffee,Ton,11225,Lebanon,176.8,0.34326
204,413,A2,Coffee,Ton,11301,Oman,838.963,2.289699
205,414,A2,Coffee,Ton,11335,Qatar,151.459,0.679721
206,415,A2,Coffee,Ton,11351,Saudi Arab,3873.152,12.833977
207,416,A2,Coffee,Ton,11391,Syria,1059.639,3.43502
208,417,A2,Coffee,Ton,11419,U Arab Emts,2118.944,7.963948
209,418,A2,Coffee,Ton,12075,Taiwan,1489.925,6.407138
210,419,A2,Coffee,Ton,12133,Fr Polynesia,17.28,0.133242
211,420,A2,Coffee,Ton,12195,Israel,4000.7,8.523687
212,421,A2,Coffee,Ton,12215,Korea Dp Rp,0.495,0.010886
213,422,A2,Coffee,Ton,12247,Maldives,3.435,0.048313
214,423,A2,Coffee,Ton,12281,New Caledonia,19.2,0.045551
215,424,A2,Coffee,Ton,13019,Austria,272.198,0.578024
216,425,A2,Coffee,Ton,13033,Belgium,15739.76,43.616947
217,426,A2,Coffee,Ton,13101,Denmark,952.248,1.726016
218,427,A2,Coffee,Ton,13125,Finland,2016.248,11.528283
219,428,A2,Coffee,Ton,13129,France,2632.106,11.721409
220,429,A2,Coffee,Ton,13147,Germany,26883.889,70.586363
221,430,A2,Coffee,Ton,13155,Greece,6591.5,13.27927
222,431,A2,Coffee,Ton,13193,Ireland,62.462,0.617959
223,432,A2,Coffee,Ton,13197,Italy,78553.783,173.812976
224,433,A2,Coffee,Ton,13275,Netherland,1329.465,4.110435
225,434,A2,Coffee,Ton,13327,Portugal,3507.2,6.932032
226,435,A2,Coffee,Ton,13367,Spain,6134.485,12.604532
227,436,A2,Coffee,Ton,13387,Sweden,155.3,0.5772
228,437,A2,Coffee,Ton,13421,U K,2234.143,7.381638
229,438,A2,Coffee,Ton,14297,Norway,258.457,0.802731
230,439,A2,Coffee,Ton,14389,Switzerland,2287.326,9.308445
231,440,A2,Coffee,Ton,15003,Albania,938.0,1.889557
232,441,A2,Coffee,Ton,15016,Armenia,59.0,0.178834
233,442,A2,Coffee,Ton,15040,Bosnia-Hrzgovin,19.0,0.033045
234,443,A2,Coffee,Ton,15049,Bulgaria,54.04,0.182215
235,444,A2,Coffee,Ton,15055,Belarus,107.264,0.471917
236,445,A2,Coffee,Ton,15092,Croatia,609.5,1.151547
237,446,A2,Coffee,Ton,15098,Czech Republic,90.756,0.377864
238,447,A2,Coffee,Ton,15114,Estonia,427.759,1.757468
239,448,A2,Coffee,Ton,15145,Georgia,186.478,1.032415
240,449,A2,Coffee,Ton,15181,Hungary,146.703,0.773449
241,450,A2,Coffee,Ton,15212,Kazakhstan,42.598,0.304054
242,451,A2,Coffee,Ton,15224,Latvia,373.505,2.850823
243,452,A2,Coffee,Ton,15234,Lithuania,437.298,3.039026
244,453,A2,Coffee,Ton,15260,Moldova,9.36,0.08547
245,454,A2,Coffee,Ton,15325,Poland,3289.373,14.230903
246,455,A2,Coffee,Ton,15343,Romania,1085.126,3.504304
247,456,A2,Coffee,Ton,15344,Russia,11331.319,64.762472
248,457,A2,Coffee,Ton,15356,Montenegro,1664.4,3.134209
249,458,A2,Coffee,Ton,15358,Slovak Rep,19.0,0.045492
250,459,A2,Coffee,Ton,15360,Slovenia,10961.6,20.888686
251,460,A2,Coffee,Ton,15410,Turkmenistan,44.828,0.367075
252,461,A2,Coffee,Ton,15422,Ukraine,1869.867,10.296566
253,462,A2,Coffee,Ton,15430,Uzbekistan,14.13,0.084561
254,463,A2,Coffee,Ton,16409,Turkey,4494.346,27.49982
255,464,A3,Rice -Basmoti,Ton,1213,Kenya,4067.0,3.376785
256,465,A3,Rice -Basmoti,Ton,1395,Tanzania Rep,4859.0,3.945767
257,466,A3,Rice -Basmoti,Ton,1417,Uganda,204.0,0.154001
258,467,A3,Rice -Basmoti,Ton,2035,Benin,2824.0,3.848533
259,468,A3,Rice -Basmoti,Ton,2050,Burkina Faso,72.0,0.039107
260,469,A3,Rice -Basmoti,Ton,2057,Cameroon,362.0,0.290319
261,470,A3,Rice -Basmoti,Ton,2067,C Afri Rep,423.0,0.308162
262,471,A3,Rice -Basmoti,Ton,2087,Congo P Rep,353.0,0.395228
263,472,A3,Rice -Basmoti,Ton,2141,Gabon,71.0,0.050692
264,473,A3,Rice -Basmoti,Ton,2199,Cote D' Ivoire,986.0,0.760589
265,474,A3,Rice -Basmoti,Ton,2241,Madagascar,38.0,0.035074
266,475,A3,Rice -Basmoti,Ton,2255,Mauritania,2207.0,1.992148
267,476,A3,Rice -Basmoti,Ton,2257,Mauritius,31163.0,29.478719
268,477,A3,Rice -Basmoti,Ton,2289,Niger,25.0,0.022254
269,478,A3,Rice -Basmoti,Ton,2345,Rwanda,1.0,0.000731
270,479,A3,Rice -Basmoti,Ton,2353,Senegal,526.0,0.38779
271,480,A3,Rice -Basmoti,Ton,2399,Togo,242.0,0.220694
272,481,A3,Rice -Basmoti,Ton,2459,Congo D. Rep.,75.0,0.06633
273,482,A3,Rice -Basmoti,Ton,3011,Angola,1037.0,1.055921
274,483,A3,Rice -Basmoti,Ton,3041,Botswana,363.0,0.365366
275,484,A3,Rice -Basmoti,Ton,3085,Comoros,344.0,0.306393
276,485,A3,Rice -Basmoti,Ton,3102,Djibouti,3083.0,2.412755
277,486,A3,Rice -Basmoti,Ton,3115,Ethiopia,3018.0,2.150709
278,487,A3,Rice -Basmoti,Ton,3117,Equtl Guinea,211.0,0.233447
279,488,A3,Rice -Basmoti,Ton,3143,Gambia,115.0,0.114816
280,489,A3,Rice -Basmoti,Ton,3149,Ghana,545.0,0.472645
281,490,A3,Rice -Basmoti,Ton,3167,Guinea,120.0,0.11528
282,491,A3,Rice -Basmoti,Ton,3229,Liberia,10.0,0.008313
283,492,A3,Rice -Basmoti,Ton,3243,Malawi,60.0,0.039738
284,493,A3,Rice -Basmoti,Ton,3249,Mali,655.0,0.499895
285,494,A3,Rice -Basmoti,Ton,3267,Mozambique,1036.0,0.931436
286,495,A3,Rice -Basmoti,Ton,3291,Nigeria,1343.0,1.521158
287,496,A3,Rice -Basmoti,Ton,3339,Reunion,10428.0,8.923587
288,497,A3,Rice -Basmoti,Ton,3355,Seychelles,4723.0,4.105729
289,498,A3,Rice -Basmoti,Ton,3357,Sierra Leone,146.0,0.065488
290,499,A3,Rice -Basmoti,Ton,3363,Somalia,4636.0,3.075682
291,500,A3,Rice -Basmoti,Ton,3461,Zambia,37.0,0.036403
292,501,A3,Rice -Basmoti,Ton,4005,Algeria,4556.0,3.909056
293,502,A3,Rice -Basmoti,Ton,4111,Egypt A Rp,14289.0,11.316074
294,503,A3,Rice -Basmoti,Ton,4231,Libya,470.0,0.388036
295,504,A3,Rice -Basmoti,Ton,4265,Morocco,505.0,0.562744
296,505,A3,Rice -Basmoti,Ton,4365,South Africa,12211.0,12.147874
297,506,A3,Rice -Basmoti,Ton,4381,Sudan,3246.0,2.439975
298,507,A3,Rice -Basmoti,Ton,4407,Tunisia,408.0,0.286129
299,508,A3,Rice -Basmoti,Ton,4463,Zimbabwe,101.0,0.115928
300,509,A3,Rice -Basmoti,Ton,5059,Canada,36214.0,38.487372
301,510,A3,Rice -Basmoti,Ton,5423,U S A,120688.0,131.552178
302,511,A3,Rice -Basmoti,Ton,6015,Argentina,42.0,0.056189
303,512,A3,Rice -Basmoti,Ton,6043,Brazil,25.0,0.02759
304,513,A3,Rice -Basmoti,Ton,6073,Chile,153.0,0.17038
305,514,A3,Rice -Basmoti,Ton,7171,Guyana,0.0,0.000438
306,515,A3,Rice -Basmoti,Ton,7203,Jamaica,280.0,0.404241
307,516,A3,Rice -Basmoti,Ton,7405,Trinidad,209.0,0.278134
308,517,A3,Rice -Basmoti,Ton,8091,Costa Rica,10.0,0.012844
309,518,A3,Rice -Basmoti,Ton,9065,Cayman Is,20.0,0.019941
310,519,A3,Rice -Basmoti,Ton,9161,Guadeloupe,434.0,0.289995
311,520,A3,Rice -Basmoti,Ton,9175,Haiti,350.0,0.244042
312,521,A3,Rice -Basmoti,Ton,9253,Martinique,289.0,0.198728
313,522,A3,Rice -Basmoti,Ton,9259,Mexico,361.0,0.341554
314,523,A3,Rice -Basmoti,Ton,9277,Netherlandantil,375.0,0.260115
315,524,A3,Rice -Basmoti,Ton,9383,Suriname,22.0,0.011475
316,525,A3,Rice -Basmoti,Ton,10001,Afghanistan,1290.0,1.018502
317,526,A3,Rice -Basmoti,Ton,10017,Australia,29097.0,35.025098
318,527,A3,Rice -Basmoti,Ton,10027,Bangladesh Pr,745.0,0.879207
319,528,A3,Rice -Basmoti,Ton,10038,Bhutan,2.0,0.004567
320,529,A3,Rice -Basmoti,Ton,10047,Brunei,489.0,0.585169
321,530,A3,Rice -Basmoti,Ton,10056,Cambodia,61.0,0.061723
322,531,A3,Rice -Basmoti,Ton,10077,China P Rp,0.0,1.4e-05
323,532,A3,Rice -Basmoti,Ton,10127,Fiji Is,377.0,0.418862
324,533,A3,Rice -Basmoti,Ton,10179,Hong Kong,1321.0,1.453606
325,534,A3,Rice -Basmoti,Ton,10187,Indonesia,143.0,0.127657
326,535,A3,Rice -Basmoti,Ton,10189,Iran,695311.0,571.18855
327,536,A3,Rice -Basmoti,Ton,10205,Japan,170.0,0.267502
328,537,A3,Rice -Basmoti,Ton,10217,Korea Rp,72.0,0.08278
329,538,A3,Rice -Basmoti,Ton,10245,Malaysia,15949.0,14.610311
330,539,A3,Rice -Basmoti,Ton,10258,Myanmar,0.0,3.1e-05
331,540,A3,Rice -Basmoti,Ton,10273,Nepal,763.0,0.836142
332,541,A3,Rice -Basmoti,Ton,10285,New Zealand,5235.0,5.080618
333,542,A3,Rice -Basmoti,Ton,10309,Pakistan Ir,490.0,0.37879
334,543,A3,Rice -Basmoti,Ton,10315,Papua N Gna,0.0,0.000185
335,544,A3,Rice -Basmoti,Ton,10323,Philippines,221.0,0.278323
336,545,A3,Rice -Basmoti,Ton,10359,Singapore,10345.0,11.655979
337,546,A3,Rice -Basmoti,Ton,10369,Sri Lanka Dsr,859.0,0.883238
338,547,A3,Rice -Basmoti,Ton,10397,Thailand,978.0,1.073627
339,548,A3,Rice -Basmoti,Ton,10437,Vietnam Soc Rep,27.0,0.037148
340,549,A3,Rice -Basmoti,Ton,11025,Baharain Is,27415.0,25.771861
341,550,A3,Rice -Basmoti,Ton,11191,Iraq,419284.0,341.581288
342,551,A3,Rice -Basmoti,Ton,11207,Jordan,34879.0,29.585032
343,552,A3,Rice -Basmoti,Ton,11219,Kuwait,180730.0,211.678098
344,553,A3,Rice -Basmoti,Ton,11225,Lebanon,7944.0,8.028932
345,554,A3,Rice -Basmoti,Ton,11301,Oman,105250.0,92.844396
346,555,A3,Rice -Basmoti,Ton,11335,Qatar,24249.0,25.07412
347,556,A3,Rice -Basmoti,Ton,11351,Saudi Arab,948845.0,842.215138
348,557,A3,Rice -Basmoti,Ton,11391,Syria,17427.0,13.89346
349,558,A3,Rice -Basmoti,Ton,11419,U Arab Emts,612152.0,475.181693
350,559,A3,Rice -Basmoti,Ton,11453,Yemen Republc,142162.0,110.491136
351,560,A3,Rice -Basmoti,Ton,12075,Taiwan,88.0,0.134756
352,561,A3,Rice -Basmoti,Ton,12195,Israel,25863.0,25.522244
353,562,A3,Rice -Basmoti,Ton,12247,Maldives,1090.0,1.172798
354,563,A3,Rice -Basmoti,Ton,13019,Austria,836.0,0.970737
355,564,A3,Rice -Basmoti,Ton,13033,Belgium,37516.0,33.666899
356,565,A3,Rice -Basmoti,Ton,13101,Denmark,1474.0,1.387581
357,566,A3,Rice -Basmoti,Ton,13125,Finland,297.0,0.300133
358,567,A3,Rice -Basmoti,Ton,13129,France,21951.0,16.232556
359,568,A3,Rice -Basmoti,Ton,13147,Germany,15006.0,14.972072
360,569,A3,Rice -Basmoti,Ton,13155,Greece,1372.0,1.107367
361,570,A3,Rice -Basmoti,Ton,13193,Ireland,953.0,0.860565
362,571,A3,Rice -Basmoti,Ton,13197,Italy,36806.0,27.765563
363,572,A3,Rice -Basmoti,Ton,13275,Netherland,54732.0,38.198957
364,573,A3,Rice -Basmoti,Ton,13327,Portugal,2763.0,1.688831
365,574,A3,Rice -Basmoti,Ton,13367,Spain,2807.0,2.457079
366,575,A3,Rice -Basmoti,Ton,13387,Sweden,8006.0,7.446737
367,576,A3,Rice -Basmoti,Ton,13421,U K,187703.0,143.139104
368,577,A3,Rice -Basmoti,Ton,14297,Norway,2863.0,3.740686
369,578,A3,Rice -Basmoti,Ton,14389,Switzerland,4399.0,5.911269
370,579,A3,Rice -Basmoti,Ton,15016,Armenia,0.0,0.000165
371,580,A3,Rice -Basmoti,Ton,15021,Azerbaijan,7467.0,5.444505
372,581,A3,Rice -Basmoti,Ton,15040,Bosnia-Hrzgovin,4.0,0.003894
373,582,A3,Rice -Basmoti,Ton,15049,Bulgaria,118.0,0.094959
374,583,A3,Rice -Basmoti,Ton,15092,Croatia,42.0,0.034775
375,584,A3,Rice -Basmoti,Ton,15098,Czech Republic,280.0,0.219124
376,585,A3,Rice -Basmoti,Ton,15114,Estonia,55.0,0.047304
377,586,A3,Rice -Basmoti,Ton,15145,Georgia,12581.0,10.2489
378,587,A3,Rice -Basmoti,Ton,15212,Kazakhstan,55.0,0.030056
379,588,A3,Rice -Basmoti,Ton,15216,Kyrghyzstan,47.0,0.033068
380,589,A3,Rice -Basmoti,Ton,15224,Latvia,17.0,0.019431
381,590,A3,Rice -Basmoti,Ton,15234,Lithuania,154.0,0.180914
382,591,A3,Rice -Basmoti,Ton,15325,Poland,6591.0,3.936361
383,592,A3,Rice -Basmoti,Ton,15343,Romania,111.0,0.09218
384,593,A3,Rice -Basmoti,Ton,15344,Russia,1662.0,1.485827
385,594,A3,Rice -Basmoti,Ton,15352,Serbia,0.0,0.000455
386,595,A3,Rice -Basmoti,Ton,15393,Tajikistan,24.0,0.018311
387,596,A3,Rice -Basmoti,Ton,15410,Turkmenistan,146.0,0.106998
388,597,A3,Rice -Basmoti,Ton,15422,Ukraine,569.0,0.474503
389,598,A3,Rice -Basmoti,Ton,16095,Cyprus,767.0,0.709198
390,599,A3,Rice -Basmoti,Ton,16251,Malta,107.0,0.109203
391,600,A3,Rice -Basmoti,Ton,16409,Turkey,48561.0,30.393395
